6.000000000000000000e+01 5.771000000000000000e+03
6.001920953845324647e+01 5.767247208179240261e+03
6.005309119112589400e+01 5.760647581597568205e+03
6.009058809439176940e+01 5.753372645957148961e+03
6.018076527060674152e+01 5.736000000000000000e+03
6.018975923998978317e+01 5.734276765325053020e+03
6.019845274242933897e+01 5.732612718651146679e+03
6.020715860296969879e+01 5.730947898682818050e+03
6.028567292287501544e+01 5.716005170388375518e+03
6.036519855733171624e+01 5.701000000000000000e+03
6.039250619633388339e+01 5.696299767616116696e+03
6.042007836991519554e+01 5.691577756961269188e+03
6.047603065662610078e+01 5.682067792569701851e+03
6.057091455076648856e+01 5.666158182732464411e+03
6.059359545940818492e+01 5.662394951670154114e+03
6.059523847461998258e+01 5.662122929592526816e+03
6.059688240004234672e+01 5.661850836085401170e+03
6.060017298432694588e+01 5.661306434670083945e+03
6.060676510643144610e+01 5.660216773446381922e+03
6.060717530888832272e+01 5.660149010020322748e+03
6.061099899083804843e+01 5.659517593057181330e+03
6.061482759056785596e+01 5.658885791585033076e+03
6.062249957862321281e+01 5.657621033707950119e+03
6.063790295806976616e+01 5.655086888358275246e+03
6.066894933978756654e+01 5.650000000000000000e+03
6.079722254990490882e+01 5.629272204888298802e+03
6.088889597046489399e+01 5.614737222997924619e+03
6.098332671873276212e+01 5.600000000000000000e+03
6.101204738370071823e+01 5.595559138360928046e+03
6.104087192369424741e+01 5.591113821732636097e+03
6.109883483643736213e+01 5.582209796666496004e+03
6.121603171464443705e+01 5.564347990646462677e+03
6.132207070388182046e+01 5.548347817202922670e+03
6.137561386828307519e+01 5.540326122140537336e+03
6.142951066158924078e+01 5.532289969591510271e+03
6.153837895593731844e+01 5.516174135411034513e+03
6.159335760990009589e+01 5.508094375114532340e+03
6.164870403525674902e+01 5.500000000000000000e+03
6.177084330734685125e+01 5.482274596889916211e+03
6.183257473301216578e+01 5.473386772410306548e+03
6.189475365875518520e+01 5.464482135951820965e+03
6.200758815501546195e+01 5.448443906490607333e+03
6.206456176975132877e+01 5.440404303246951713e+03
6.212191113195841297e+01 5.432350994423984048e+03
6.223775190621680053e+01 5.416203119612529008e+03
6.229625097792195021e+01 5.408108483110237103e+03
6.235514094924573669e+01 5.400000000000000000e+03
6.248440155668968288e+01 5.382341283162184482e+03
6.261552720383269133e+01 5.364619688891984879e+03
6.285749962257831669e+01 5.332414195103907332e+03
6.287031993952655284e+01 5.330725577178969615e+03
6.310595568907521624e+01 5.300000000000000000e+03
6.335135550290621609e+01 5.268613070347176290e+03
6.360313094113209331e+01 5.237037856906376874e+03
6.390493739732533385e+01 5.200000000000000000e+03
6.406151466100037339e+01 5.181123188790137647e+03
6.422053290766808686e+01 5.162181835061464881e+03
6.438205107943399241e+01 5.143175607226947250e+03
6.454613017367147165e+01 5.124104171424285596e+03
6.455106078462804930e+01 5.123534711241189143e+03
6.455599372844991990e+01 5.122965192817484422e+03
